"","FOLIO","SEXO","OPC_ED01"
"993","012514134","H","S134313"
"994","012514223","H","S709000"
"995","012521262","H","S132302"
"996","012524396","M","S132313"
"997","012526324","M","S458044"
"998","012527137","M","S846000"
"999","012527523","M","S473044"
"1000","012528007","H","S574015"
"1001","012528032","M","S574087"
"1002","012531667","M","S477035"
"1003","012531797","M","S715000"
"1004","012531826","M","S763000"
"1005","012533768","H","S573087"
"1006","012538308","H","S846000"
"1007","012539971","M","S724000"
"1008","012540091","H","S477039"
"1009","012545061","H","S477046"
"1010","012545785","H","S825000"
"1011","012609082","M","S825000"
"1012","012609246","H","S132302"
"1013","012614006","M","S709000"
"1014","012615486","H","S846000"
"1015","012619006","M","S132313"
"1016","012620386","H","S574015"
"1017","012621693","H","S574087"
"1018","012622351","M","S573013"
"1019","012623538","M","S477070"
"1020","012623930","H","S846000"
"1021","012624320","M","S477046"
"1022","012625992","M","S715000"
"1023","012626896","M","S477070"
"1024","012629966","M","S705000"
"1025","012630440","M","S709000"
"1026","012630782","M","S054000"
"1027","012631115","H","S573013"
"1028","012632000","M","S456036"
"1029","012635682","M","S711000"
"1030","012635861","H","S477039"
"1031","012638049","H","S715000"
"1032","012638192","M","S477035"
"1033","012639573","H","S715000"
"1034","012640321","M","S477035"
"1035","012641446","M","S825000"
"1036","012642216","M","S724000"
"1037","012642303","M","S452069"
"1038","012645608","H","S554013"
"1039","012646246","H","S715000"
"1040","012646277","M","S575020"
"1041","012647341","H","S825000"
"1042","012648566","H","S477035"
"1043","012648728","M","S477070"
"1044","012706078","H","S477035"
"1045","012711011","H","S132302"
"1046","012713416","H","S763000"
"1047","012713524","H","S477046"
"1048","012713861","H","S574015"
"1049","012714136","M","S132313"
"1050","012715688","M","S134313"
"1051","012715960","M","S132313"
"1052","012716078","H","S705000"
"1053","012717210","M","S132313"
"1054","012720047","M","S134313"
"1055","012720544","M","S473044"
"1056","012721001","H","S132302"
"1057","012721092","H","S763000"
"1058","012721310","H","S477070"
"1059","012721623","H","S477039"
"1060","012722565","H","S458044"
"1061","012722801","M","S132302"
"1062","012725070","H","S456036"
"1063","012725402","M","S477039"
"1064","012726364","M","S132313"
"1065","012729807","M","S132313"
"1066","012730449","M","S567060"
"1067","012733700","M","S571086"
"1068","012736787","M","S477035"
"1069","012736845","M","S846000"
"1070","012738106","M","S477070"
"1071","012740573","H","S573013"
"1072","012741311","H","S724000"
"1073","012741671","H","S571086"
"1074","012742054","M","S724000"
"1075","012742068","M","S846000"
"1076","012742678","H","S458044"
"1077","012742893","M","S477035"
"1078","012743393","H","S477070"
"1079","012743703","H","S150340"
"1080","012745472","M","S573013"
"1081","012746273","M","S715000"
"1082","012746321","M","S571086"
"1083","012747847","M","S134313"
"1084","012748787","M","S711000"
"1085","012749401","M","S763000"
"1086","012807919","H","S574015"
"1087","012810172","M","S452069"
"1088","012812581","M","S452069"
"1089","012818440","M","S575020"
"1090","012818848","H","S477039"
"1091","012818917","H","S477035"
"1092","012820609","M","S477035"
"1093","012820881","M","S477039"
"1094","012821552","M","S477070"
"1095","012823243","H","S132302"
"1096","012824000","M","S805000"
"1097","012824593","M","S724000"
"1098","012824901","M","S458044"
"1099","012825085","H","S715000"
"1100","012825213","H","S477046"
"1101","012825404","M","S477070"
"1102","012825896","H","S477070"
"1103","012826356","M","S477046"
"1104","012827175","M","S477035"
"1105","012827812","M","S473044"
"1106","012830613","H","S573013"
"1107","012831584","M","S477070"
"1108","012833708","H","S134313"
"1109","012834170","H","S846000"
"1110","012835558","H","S573013"
"1111","012835707","H","S477046"
"1112","012836527","M","S132313"
"1113","012838256","M","S132302"
"1114","012840694","M","S132313"
"1115","012842298","M","S763000"
"1116","012843055","H","S846000"
"1117","012843335","H","S724000"
"1118","012845589","M","S473044"
"1119","012909045","H","S477046"
"1120","012910444","H","S715000"
"1121","012911718","M","S574087"
"1122","012912181","M","S477070"
"1123","012913433","H","S477039"
"1124","012918228","M","S825000"
"1125","012919053","H","S477046"
"1126","012922585","M","S477039"
"1127","012924897","M","S458044"
"1128","012927800","M","S711000"
"1129","012929888","H","S715000"
"1130","012930085","M","S473044"
"1131","012931558","H","S574087"
"1132","012934110","M","S132313"
"1133","012934349","M","S573013"
"1134","012934945","M","S715000"
"1135","012936542","M","S132313"
"1136","012936899","H","S846000"
"1137","012937012","M","S477035"
"1138","012937807","M","S715000"
"1139","012944889","M","S132313"
"1140","012946900","M","S477039"
"1141","012947335","H","S715000"
"1142","012948556","H","S724000"
"1143","013006654","H","S477046"
"1144","013007445","M","S724000"
"1145","013007580","M","S805000"
"1146","013009150","H","S477046"
"1147","013009388","H","S571086"
"1148","013011149","M","S477046"
"1149","013011415","M","S477035"
"1150","013011543","M","S458044"
"1151","013012324","H","S574087"
"1152","013012875","M","S473044"
"1153","013014359","H","S132313"
"1154","013016701","H","S567087"
"1155","013017132","H","S134313"
"1156","013018891","M","S134313"
"1157","013021452","M","S458044"
"1158","013021638","H","S132313"
"1159","013021668","M","S477035"
"1160","013022835","H","S763000"
"1161","013023302","H","S132302"
"1162","013028716","M","S477035"
"1163","013030087","H","S477070"
"1164","013030635","M","S763000"
"1165","013030985","M","S458044"
"1166","013032701","M","S477070"
"1167","013033169","M","S458044"
"1168","013034722","H","S132302"
"1169","013035078","M","S464044"
"1170","013035173","M","S567087"
"1171","013037008","H","S571086"
"1172","013037311","H","S711000"
"1173","013037373","M","S132313"
"1174","013037600","H","S805000"
"1175","013038524","M","S846000"
"1176","013040916","H","S458044"
"1177","013041297","H","S477046"
"1178","013043838","M","S477035"
"1179","013043880","H","S554013"
"1180","013044734","M","S452069"
"1181","013045348","M","S477046"
"1182","013045482","M","S458044"
"1183","013045985","M","S054000"
"1184","013047646","M","S846000"
"1185","013048180","M","S132313"
"1186","013109836","H","S477046"
"1187","013110377","H","S574087"
"1188","013112858","H","S574087"
"1189","013113148","H","S724000"
"1190","013113877","H","S458044"
"1191","013114642","H","S458044"
"1192","013114727","H","S477070"
"1193","013115527","H","S574015"
"1194","013116397","H","S574015"
"1195","013121279","H","S763000"
"1196","013122203","H","S132313"
"1197","013122566","M","S724000"
"1198","013122615","M","S132313"
"1199","013123282","H","S054000"
"1200","013123782","H","S477039"
"1201","013127515","M","S825000"
"1202","013128352","H","S574087"
"1203","013128458","H","S134313"
"1204","013128573","M","S575094"
"1205","013128870","H","S574087"
"1206","013128912","H","S134311"
"1207","013131416","H","S846000"
"1208","013131700","M","S473044"
"1209","013132167","M","S132313"
"1210","013132653","M","S477035"
"1211","013132946","M","S846000"
"1212","013135155","M","S132313"
"1213","013135739","M","S458044"
"1214","013137145","M","S132313"
"1215","013140556","H","S715000"
"1216","013142605","M","S473044"
"1217","013144483","M","S711000"
"1218","013144972","M","S715000"
"1219","013145446","M","S763000"
"1220","013146943","H","S452069"
"1221","013148956","H","S473044"
"1222","013201044","M","S458044"
"1223","013203102","H","S132313"
"1224","013203337","M","S132313"
"1225","013203355","M","S132313"
"1226","013203921","H","S132302"
"1227","013207166","H","S763000"
"1228","013207188","M","S054000"
"1229","013207720","H","S575020"
"1230","013208242","H","S846000"
"1231","013208644","H","S575094"
"1232","013209786","M","S458044"
"1233","013210800","H","S458044"
"1234","013210977","M","S573013"
"1235","013211121","M","S574087"
"1236","013211614","H","S477070"
"1237","013212399","H","S477046"
"1238","013213471","H","S463070"
"1239","013214079","M","S132313"
"1240","013214783","H","S132313"
"1241","013217042","H","S574087"
"1242","013217934","H","S132302"
"1243","013220157","H","S825000"
"1244","013220540","M","S477070"
"1245","013220837","M","S724000"
"1246","013221044","M","S477039"
"1247","013221327","M","S477035"
"1248","013225410","M","S477070"
"1249","013226484","M","S473044"
"1250","013236843","M","S132313"
"1251","013238199","M","S473044"
"1252","013238878","H","S134313"
"1253","013239385","H","S054000"
"1254","013239421","M","S054000"
"1255","013240597","M","S724000"
"1256","013242939","H","S724000"
"1257","013248661","H","S477070"
"1258","013248948","M","S574015"
"1259","013300177","M","S477070"
"1260","013300218","M","S132313"
"1261","013300890","M","S573013"
"1262","013301972","H","S477046"
"1263","013302218","M","S132313"
"1264","013303373","M","S554013"
"1265","013303570","M","S477070"
"1266","013303957","M","S132313"
"1267","013306088","H","S573013"
"1268","013306539","H","S567060"
"1269","013306820","H","S134313"
"1270","013306833","M","S132313"
"1271","013307951","M","S574087"
"1272","013308627","H","S477070"
"1273","013308792","M","S724000"
"1274","013309121","H","S846000"
"1275","013309418","H","S846000"
"1276","013310829","H","S456036"
"1277","013311645","M","S763000"
"1278","013311823","H","S574015"
"1279","013312177","M","S132313"
"1280","013313850","H","S477046"
"1281","013314239","H","S574015"
"1282","013314794","M","S477035"
"1283","013315629","H","S456076"
"1284","013319251","M","S805000"
"1285","013319443","H","S477046"
"1286","013319460","H","S715000"
"1287","013319609","M","S705000"
"1288","013320558","M","S477035"
"1289","013321282","H","S567087"
"1290","013321947","M","S477039"
"1291","013324994","M","S132313"
"1292","013327133","M","S825000"
"1293","013329205","M","S574015"
"1294","013330665","M","S132313"
"1295","013341514","H","S132313"
"1296","013342413","M","S134313"
"1297","013342926","M","S458044"
"1298","013343315","M","S458044"
"1299","013343729","M","S846000"
"1300","013345010","M","S132313"
"1301","013346131","M","S132302"
"1302","013400222","M","S724000"
"1303","013400646","M","S477035"
"1304","013403274","H","S477070"
"1305","013405752","H","S825000"
"1306","013406811","M","S571086"
"1307","013406893","M","S763000"
"1308","013407168","M","S477035"
"1309","013411170","H","S477035"
"1310","013412006","M","S054000"
"1311","013414269","M","S458044"
"1312","013414736","M","S825000"
"1313","013416255","H","S574087"
"1314","013416849","M","S724000"
"1315","013420692","M","S132313"
"1316","013421363","M","S458044"
"1317","013421519","M","S724000"
"1318","013422517","M","S575020"
"1319","013423171","M","S574015"
"1320","013424995","M","S571086"
"1321","013427471","M","S477035"
"1322","013427970","M","S132313"
"1323","013428311","H","S574087"
"1324","013429278","M","S715000"
"1325","013432756","M","S715000"
"1326","013434375","M","S846000"
"1327","013434643","M","S724000"
"1328","013434678","M","S724000"
"1329","013434694","H","S567060"
"1330","013434710","M","S724000"
"1331","013436451","H","S573013"
"1332","013436972","M","S575094"
"1333","013439915","H","S132313"
"1334","013440115","H","S477039"
"1335","013440292","H","S456036"
"1336","013440862","M","S477035"
"1337","013441037","H","S132313"
"1338","013441195","H","S458044"
"1339","013442126","M","S846000"
"1340","013442681","M","S132313"
"1341","013442817","M","S458044"
"1342","013443027","H","S477035"
"1343","013443109","M","S846000"
"1344","013443131","H","S825000"
"1345","013443776","H","S574087"
"1346","013446755","H","S711000"
"1347","013447831","H","S724000"
"1348","013500147","M","S477039"
"1349","013501144","M","S458044"
"1350","013501403","M","S477070"
"1351","013501464","H","S763000"
"1352","013502883","H","S825000"
"1353","013507901","H","S709000"
"1354","013508378","M","S132313"
"1355","013509316","M","S571086"
"1356","013509615","M","S458044"
"1357","013512626","M","S477035"
"1358","013513823","H","S467092"
"1359","013514089","M","S846000"
"1360","013514236","M","S477035"
"1361","013514506","M","S724000"
"1362","013514921","M","S132313"
"1363","013515366","M","S724000"
"1364","013516435","M","S477070"
"1365","013516988","M","S477035"
"1366","013517363","H","S054000"
"1367","013518671","M","S132313"
"1368","013518973","H","S054000"
"1369","013526407","M","S477035"
"1370","013528972","M","S715000"
"1371","013532314","H","S132313"
"1372","013532637","M","S458044"
"1373","013532875","M","S846000"
"1374","013533045","H","S705000"
"1375","013533289","H","S458044"
"1376","013533742","M","S715000"
"1377","013537609","M","S473044"
"1378","013539528","H","S763000"
"1379","013539591","H","S715000"
"1380","013541226","H","S477046"
"1381","013541921","M","S458044"
"1382","013543395","M","S715000"
"1383","013546019","M","S805000"
"1384","013546302","M","S477070"
"1385","013547137","M","S825000"
"1386","013548846","H","S132313"
"1387","013601023","M","S458044"
"1388","013602129","H","S477039"
"1389","013603350","M","S574087"
"1390","013603694","M","S132313"
"1391","013606351","H","S473044"
"1392","013607284","H","S573013"
"1393","013608379","M","S763000"
"1394","013608902","H","S132313"
"1395","013611620","M","S473044"
"1396","013613533","M","S132302"
"1397","013614074","M","S724000"
